name,admin,fips
Boulkiemdé,Burkina Faso,UV19
Oubritenga,Burkina Faso,UV68
Bazéga,Burkina Faso,UV47
Namentenga,Burkina Faso,UV64
Sanmatenga,Burkina Faso,UV70
Magway,Myanmar,BM15
Mandalay,Myanmar,BM08
Plovdiv,Bulgaria,BU51
Stara Zagora,Bulgaria,BU59
Sliven,Bulgaria,BU56
Shumen,Bulgaria,BU54
Razgrad,Bulgaria,BU52
Targovishte,Bulgaria,BU60
Gabrovo,Bulgaria,BU41
Pazardzhik,Bulgaria,BU48
Lovech,Bulgaria,BU46
Grad Sofiya,Bulgaria,BU42
Amanat Al Asimah,Yemen,YM26
Wisconsin,United States of America,US55
Illinois,United States of America,US17
Kentucky,United States of America,US21
Arkansas,United States of America,US05
Tennessee,United States of America,US47
West Virginia,United States of America,US54
Indiana,United States of America,US18
Vysočina,Czech Republic,EZ80
City of Minsk,Belarus,BO04
Kiev City,Ukraine,UP12
Almaty City,Kazakhstan,KZ02
Astana,Kazakhstan,KZ05
Damascus,Syria,SY13
Bucharest,Romania,RO10
Rezekne,Latvia,LGB2
Niamey,Niger,NG08
Bamako,Mali,ML01
Andorra la Vella,Andorra,AN07
Gyôr,Hungary,HU25
Szombathely,Hungary,HU37
Zalaegerszeg,Hungary,HU40
Nagykanizsa,Hungary,HU32
Veszprém,Hungary,HU39
Kaposvár,Hungary,HU30
Pécs,Hungary,HU15
Szekszárd,Hungary,HU42
Székesfehérvár,Hungary,HU35
Békéscsaba,Hungary,HU26
Debrecen,Hungary,HU07
Nyíregyháza,Hungary,HU33
Buada,Nauru,NR07
São Salvador do Mundo,Cape Verde,CV26
São Lourenço dos Órgãos,Cape Verde,CV25
Port Louis,Mauritius,MP18
Dushanbe,Tajikistan,TI04
Luxor,Egypt,EG28
Naftalan,Azerbaijan,AJ34
Şəki,Azerbaijan,AJ48
Leeds,United Kingdom,UKH3
Bradford,United Kingdom,UKB4
Wakefield,United Kingdom,UKO7
Barnsley,United Kingdom,UKA3
Salford,United Kingdom,UKL5
Bolton,United Kingdom,UKB1
Trafford,United Kingdom,UKO6
Manchester,United Kingdom,UKI2
Oldham,United Kingdom,UKK1
Rochdale,United Kingdom,UKL2
Tameside,United Kingdom,UKO1
Bury,United Kingdom,UKC1
Solihull,United Kingdom,UKM2
Coventry,United Kingdom,UKC7
Birmingham,United Kingdom,UKA7
Sandwell,United Kingdom,UKL7
Dudley,United Kingdom,UKD7
Walsall,United Kingdom,UKO8
Wolverhampton,United Kingdom,UKQ3
Durbes,Latvia,LG61
Incukalna,Latvia,LG70
Ādaži,Latvia,LG34
Valmiera,Latvia,LGD9
Cesu,Latvia,LG54
Ligatnes,Latvia,LG88
Jekabpils,Latvia,LG74
Madrid,Spain,SP87
San Ġwann,Malta,MT48
Santa Venera,Malta,MT53
Santa Luċija,Malta,MT51
